name,feature_class,feature_code,country_code,lat,long,nearby_features,neighbouring_features
Ceiba,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.26051,-65.67183,None,None
Ciales,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.29162,-66.51628,None,None
Cidra,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.17579,-66.16211,None,None
Coamo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.09802,-66.36211,None,None
Comerío,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.22718,-66.22183,None,None
Corozal,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.30912,-66.326,None,None
Culebra,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.31884,-65.2871,None,None
Dorado,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.43967,-66.28295,None,None
Fajardo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.31051,-65.676,None,None
Florida,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.36051,-66.56212,None,None
Guánica,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,17.9883,-66.91212,None,None
Guayama,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.01663,-66.13072,None,None
Guayanilla,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.05413,-66.7899,None,None
Guaynabo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.34106,-66.11628,None,None
Gurabo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.27162,-65.97183,None,None
Hatillo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.40773,-66.79323,None,None
Hormigueros,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.14162,-67.11629,None,None
Humacao,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.14802,-65.81211,None,None
Isabela,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.50078,-67.02435,None,None
Jayuya,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.21857,-66.59156,None,None
Juana Díaz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.04802,-66.49267,None,None
Juncos,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.22746,-65.921,None,None
Lajas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.0133,-67.0399,None,None
Lares,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.27023,-66.86907,None,None
Las Marías,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.25087,-66.9924,None,None
Las Piedras,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.18829,-65.87044,None,None
Loíza,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.43411,-65.89266,None,None
Luquillo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.33967,-65.72461,None,None
Manatí,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.41884,-66.49267,None,None
Maricao,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.17301,-66.94546,None,None
Maunabo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.01691,-65.92738,None,None
Mayagüez,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.20496,-67.1024,None,None
Moca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.3855,-67.08435,None,None
Morovis,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.31884,-66.41767,None,None
Naguabo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.23135,-65.75988,None,None
Naranjito,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.28968,-66.25517,None,None
Orocovis,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.21885,-66.43712,None,None
Patillas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.04163,-66.01766,None,None
Peñuelas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.07024,-66.71767,None,None
Ponce,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.07302,-66.61851,None,None
Rincón,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.33967,-67.23713,None,None
Quebradillas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.43967,-66.92462,None,None
Río Grande,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.34162,-65.81766,None,None
Sabana Grande,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.09385,-66.94962,None,None
Salinas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.01746,-66.25378,None,None
San Germán,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.11468,-67.03573,None,None
San Juan,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.45095,-66.09169,None,None
San Lorenzo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.15496,-65.97461,None,None
San Sebastián,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.32912,-66.97462,None,None
Santa Isabel,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,17.99663,-66.38711,None,None
Toa Alta,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.36606,-66.25378,None,None
Toa Baja,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.43176,-66.21291,None,None
Trujillo Alto,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.34162,-66.00517,None,None
Utuado,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.27301,-66.69962,None,None
Vega Alta,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.4105,-66.33295,None,None
Vega Baja,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.42578,-66.39961,None,None
Villalba,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.12913,-66.47739,None,None
Yabucoa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.07302,-65.88711,None,None
Yauco,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.07857,-66.85518,None,None
Vieques,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PR,18.12913,-65.4371,None,None
South Carolina,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,34.00043,-81.00009,None,None
Tennessee,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,35.75035,-86.25027,None,None
Texas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,31.25044,-99.25061,None,None
West Virginia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,38.50038,-80.50009,None,None
Alabama,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,32.75041,-86.75026,None,None
Connecticut,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,41.66704,-72.66648,None,None
Iowa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,42.00027,-93.50049,None,None
Illinois,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,40.00032,-89.25037,None,None
Indiana,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,40.00032,-86.25027,None,None
Maine,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,45.50032,-69.24977,None,None
Michigan,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,44.25029,-85.50033,None,None
Minnesota,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,46.25024,-94.25055,None,None
Nebraska,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,41.50028,-99.75067,None,None
New Hampshire,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,43.66702,-71.4998,None,None
New Jersey,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,40.16706,-74.49987,None,None
New York,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,43.00035,-75.4999,None,None
Ohio,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,40.25034,-83.00018,None,None
Rhode Island,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,41.75038,-71.49978,None,None
Vermont,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,44.00034,-72.74983,None,None
Wisconsin,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,44.50024,-90.00041,None,None
California,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,37.25022,-119.75126,None,None
Colorado,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,39.00027,-105.50083,None,None
New Mexico,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,34.50034,-106.00085,None,None
Nevada,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,39.25021,-116.75119,None,None
Utah,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,39.25024,-111.75103,None,None
Arizona,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,34.5003,-111.50098,None,None
Idaho,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,44.5002,-114.25118,None,None
Montana,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,47.00025,-109.75102,None,None
North Dakota,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,47.50027,-100.00068,None,None
Oregon,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,44.00013,-120.50139,None,None
South Dakota,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,44.50026,-100.25069,None,None
Washington,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,47.50012,-120.50147,None,None
Wyoming,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,43.00024,-107.5009,None,None
Hawaii,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,20.78785,-156.38612,None,None
Alaska,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,64.00028,-150.00028,None,None
Alberta,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,52.28333,-117.469,None,None
British Columbia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,53.99983,-125.0032,None,None
Manitoba,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,55.00019,-97.00049,None,None
New Brunswick,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,46.5001,-65.99878,None,None
Northwest Territories,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,69.50061,-121.50445,None,None
Nova Scotia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,45.00015,-62.99865,None,None
Nunavut,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,66.03478,-100.07813,None,None
Ontario,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,49.25014,-84.49983,None,None
Prince Edward Island,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,46.39808,-63.29844,None,None
Quebec,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,52.00017,-71.99907,None,None
Saskatchewan,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,54.0001,-106.00099,None,None
Yukon,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,62.99962,-135.00404,None,None
Provincia de San José de Ocoa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,DO,18.54882,-70.50877,None,None
Provincia de Santo Domingo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,DO,18.56678,-69.84874,None,None
Kentucky,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,38.20042,-84.87762,None,None
Massachusetts,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,42.36565,-71.10832,None,None
Pennsylvania,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,40.27245,-76.90567,None,None
Virginia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,US,37.54812,-77.44675,None,None
Newfoundland and Labrador,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CA,52,-56,None,None
Guadeloupe,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GP,16.25011,-61.58369,None,None
Martinique,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,MQ,14.66655,-60.99961,None,None
Guyane,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GF,3.99929,-52.99856,None,None
Región de Arica y Parinacota,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-18.57336,-69.46106,None,None
Los Ríos Region,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-40.01499,-72.51526,None,None
Provincia de Santo Domingo de los Tsáchilas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-0.28945,-79.18577,None,None
Provincia de Santa Elena,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-2.08333,-80.58333,None,None
Département de Nippes,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,18.44835,-73.4285,None,None
Saint Croix Island,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VI,17.73563,-64.74795,None,None
Saint John Island,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VI,18.32758,-64.73771,None,None
Saint Thomas Island,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VI,18.34537,-64.92755,None,None
Emberá-Wounaan,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,8.15236,-77.52502,None,None
Ngöbe-Buglé,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,8.48621,-81.73081,None,None
Carriacou and Petite Martinique,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GD,12.47303,-61.45379,None,None
Chaguanas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.51718,-61.41503,None,None
Couva-Tabaquite-Talparo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.41792,-61.45117,None,None
Diego Martin,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.7005,-61.53417,None,None
Penal/Debe,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.16778,-61.46524,None,None
Princes Town,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.26746,-61.38182,None,None
Point Fortin,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.184,-61.68197,None,None
Sangre Grande,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.5835,-61.11772,None,None
Siparia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.13382,-61.50121,None,None
San Juan/Laventille,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.64964,-61.49752,None,None
Tunapuna/Piarco,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,TT,10.63387,-61.38182,None,None
Kujalleq,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GL,60.71905,-46.03683,None,None
Qeqqata,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GL,66.93305,-53.67517,None,None
Sermersooq,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GL,64.18284,-51.71831,None,None
Bonaire,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BQ,12.2,-68.25,None,None
Saba,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BQ,17.63333,-63.23333,None,None
Sint Eustatius,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BQ,17.5,-62.96667,None,None
Artemisa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CU,22.814,-82.75606,None,None
Mayabeque,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CU,22.96155,-82.14718,None,None
Black Point District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,24.09,-76.39556,None,None
Central Abaco District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,26.43917,-77.12972,None,None
Central Andros District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,24.43889,-77.95194,None,None
Central Eleuthera District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,25.135,-76.14556,None,None
Crooked Island and Long Cay District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,22.73361,-74.21528,None,None
East Grand Bahama District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,26.67167,-78.14139,None,None
Grand Cay District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,27.22917,-78.33056,None,None
Hope Town District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,26.52445,-76.97009,None,None
Mangrove Cay,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,24.16,-77.78028,None,None
Moore’s Island District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,26.30083,-77.55417,None,None
North Abaco District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,26.78944,-77.43694,None,None
North Andros District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,24.76694,-78.09611,None,None
North Eleuthera,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,25.46278,-76.67556,None,None
Rum Cay,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,23.67806,-74.85667,None,None
South Abaco District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,26.04694,-77.24361,None,None
South Andros,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,23.92361,-77.64889,None,None
South Eleuthera,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,24.80083,-76.18306,None,None
Spanish Wells District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,25.54538,-76.77057,None,None
West Grand Bahama District,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BS,26.59333,-78.60056,None,None
George Town,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,KY,19.28908,-81.36981,None,None
West Bay,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,KY,19.38039,-81.38869,None,None
Bodden Town,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,KY,19.2821,-81.25797,None,None
North Side,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,KY,19.34824,-81.20849,None,None
East End,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,KY,19.29976,-81.11052,None,None
Sister Island,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,KY,19.72195,-79.78958,None,None
Blowing Point,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.177,-63.09161,None,None
Sandy Ground,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.20399,-63.08993,None,None
Sandy Hill,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.22066,-63.01178,None,None
The Valley,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.21475,-63.05706,None,None
East End,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.234,-62.99728,None,None
North Hill,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.20603,-63.07607,None,None
West End,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.17138,-63.15113,None,None
South Hill,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.19177,-63.0898,None,None
The Quarter,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.21158,-63.04504,None,None
North Side,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.22931,-63.0468,None,None
Island Harbour,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.25617,-63.00724,None,None
George Hill,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.19943,-63.06517,None,None
Stoney Ground,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.22112,-63.04466,None,None
The Farrington,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AI,18.21533,-63.02123,None,None
Canaries,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,LC,13.90466,-61.06326,None,None
Panamá Oeste,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,8.8,-79.9,None,None
Qeqertalik,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GL,68.70716,-52.84289,None,None
Avannaata,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GL,69.21536,-51.08301,None,None
Ñuble,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-36.62291,-72.21643,None,None
